;image_id;face_sunglasses;user_posted_photos;post_graduate;face_mustache;user_followed_by;face_beard;born;eyeglasses;college;female;income;emotion_score;PERMA;high_school;insta_user_id;user_follows
227;1293887725036162677_265063047;False;384.0;False;False;389.0;True;1993;False;False;True;85000;0.2008;4;True;265063047;32.0
228;1295959360971178475_452851338;False;1207.0;False;True;287.0;False;1988;False;False;True;25000;0.17868;6;True;452851338;611.0
229;1298183309004557418_262136545;False;905.0;False;False;192.0;False;1984;False;True;True;45000;0.16544;5;False;262136545;367.0
230;1298612027664673585_2092276386;False;358.0;False;False;545.0;False;1971;True;False;False;25000;0.16458;2;True;2092276386;6303.0
231;1300042709129510828_48972978;False;210.0;False;False;819.0;False;1992;False;False;True;55000;0.163;5;True;48972978;210.0
232;1301092605446910052_30191588;False;72.0;False;False;199.0;False;1993;False;False;False;55000;0.19482;5;True;30191588;191.0
233;1303953467945401504_289794729;False;820.0;False;True;598.0;True;1990;True;True;True;25000;0.22868;6;False;289794729;398.0
234;1305280784789970619_3600687598;False;5.0;False;True;14.0;True;1992;True;True;True;35000;0.13774;8;False;3600687598;16.0
235;1305993895246628582_52590715;False;464.0;False;False;105.0;False;1985;False;True;True;5000;0.23468;7;False;52590715;187.0
236;1306267142928355983_52590715;True;464.0;False;True;105.0;False;1985;True;True;True;5000;0.15394;7;False;52590715;187.0
237;1309002723857605440_650122500;False;398.0;False;False;133.0;False;1994;True;True;True;5000;0.18928;3;False;650122500;191.0
238;1311124493535739749_52590715;False;464.0;False;False;105.0;False;1985;False;True;True;5000;0.16646;7;False;52590715;187.0
239;1312572825580586450_262136545;False;905.0;False;False;192.0;False;1984;False;True;True;45000;0.139;5;False;262136545;367.0
240;1312872299170484429_421474712;False;20.0;True;False;259.0;True;1993;False;False;False;15000;0.16734;10;False;421474712;21.0
241;1314026284825636757_1804133497;False;60.0;False;True;126.0;False;1988;False;True;True;55000;0.18306;8;False;1804133497;210.0
242;1316030537663633910_421474712;False;20.0;True;True;259.0;False;1993;False;False;False;15000;0.1985;10;False;421474712;21.0
243;1316935766269649244_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.19048;4;True;265063047;32.0
244;1318510874046839390_2010977006;False;32.0;False;False;98.0;True;1996;False;False;True;35000;0.17588;5;True;2010977006;151.0
245;1318539616009973383_242886474;False;260.0;False;False;206.0;False;1993;True;False;True;5000;0.15092;9;True;242886474;194.0
246;1321409077997509626_451627351;True;348.0;False;False;274.0;True;1982;False;True;False;25000;0.12684;10;False;451627351;489.0
247;1321412303510244826_650122500;False;398.0;False;False;133.0;False;1994;True;True;True;5000;0.1717;3;False;650122500;191.0
248;1323384587841288419_421474712;False;20.0;True;False;259.0;False;1993;False;False;False;15000;0.1662;10;False;421474712;21.0
249;1323559562057475320_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.188;4;True;265063047;32.0
250;1323880408672156383_421474712;False;20.0;True;False;259.0;False;1993;False;False;False;15000;0.1749;10;False;421474712;21.0
251;1332408859683338924_1308763259;True;63.0;False;False;363.0;False;1991;True;True;True;55000;0.21294;6;False;1308763259;808.0
252;1332783950418129613_2123557533;False;56.0;False;False;95.0;False;1989;True;False;True;55000;0.1749;10;True;2123557533;125.0
253;1333869981125243461_244047076;False;221.0;False;True;274.0;True;1985;False;True;False;45000;0.1563;7;False;244047076;289.0
254;1333872513830434001_244047076;False;221.0;False;True;274.0;True;1985;False;True;False;45000;0.14926;7;False;244047076;289.0
255;1336612346743010368_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.11116;6;False;1901242351;319.0
256;1337862556357977455_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.13712;4;True;265063047;32.0
257;133889077396716689_22180590;False;1365.0;False;False;890.0;False;1994;False;True;True;45000;0.21392;4;False;22180590;115.0
258;1340220032222814188_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.15304;4;True;265063047;32.0
259;1342629763764558194_1654216643;False;111.0;False;False;157.0;False;1998;False;False;False;5000;0.10916;4;True;1654216643;7.0
260;1344965182690823986_619868570;False;469.0;False;False;612.0;False;1975;True;True;False;35000;0.12786;5;False;619868570;1987.0
261;1344975009668187926_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.1639;5;False;619868570;1987.0
262;1349546953205959643_235671446;False;2997.0;False;True;1318.0;True;1987;False;True;False;55000;0.1505;6;False;235671446;936.0
263;1350517842264743864_244047076;False;221.0;False;False;274.0;False;1985;False;True;False;45000;0.14316;7;False;244047076;289.0
264;1351844102044220846_650122500;False;398.0;False;False;133.0;False;1994;False;True;True;5000;0.1819;3;False;650122500;191.0
265;1354718972721049039_345248280;False;82.0;False;False;514.0;False;1995;True;False;True;5000;0.16074;7;True;345248280;449.0
266;1354721632716290640_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.20928;6;False;1901242351;319.0
267;1354723927284768643_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.14606;5;False;50853245;885.0
268;1357213245576169480_395595054;False;134.0;False;False;170.0;False;1991;True;False;True;25000;0.12626;3;True;395595054;307.0
269;1358014518894930964_3807589911;False;239.0;False;False;2478.0;False;1982;False;True;False;55000;0.17474;7;False;3807589911;6586.0
270;1358242803142164673_395595054;False;134.0;False;False;170.0;False;1991;False;False;True;25000;0.15776;3;True;395595054;307.0
271;1358262307956677508_650122500;False;398.0;False;False;133.0;False;1994;True;True;True;5000;0.12458;3;False;650122500;191.0
272;1359534655510307696_34069800;False;757.0;False;False;456.0;False;1988;False;True;True;85000;0.21434;7;False;34069800;455.0
273;1361056479955825510_2123557533;False;56.0;False;False;95.0;False;1989;False;False;True;55000;0.1454;10;True;2123557533;125.0
274;1362489860749644754_242886474;False;260.0;False;False;206.0;False;1993;True;False;True;5000;0.22378;9;True;242886474;194.0
275;1364962530263076239_235671446;False;2997.0;False;True;1318.0;True;1987;False;True;False;55000;0.14776;6;False;235671446;936.0
276;1365568538370962290_235671446;False;2997.0;False;True;1318.0;True;1987;False;True;False;55000;0.15542;6;False;235671446;936.0
277;1366891056395016567_1901242351;False;242.0;False;True;258.0;True;1988;True;True;True;75000;0.17272;6;False;1901242351;319.0
278;1366967852364254506_55281515;False;336.0;False;False;206.0;False;1994;False;True;True;35000;0.20152;6;False;55281515;102.0
279;1367025654889190167_451627351;False;348.0;False;True;274.0;True;1982;False;True;False;25000;0.13802;10;False;451627351;489.0
280;1367519578191615842_1600397470;False;448.0;True;False;469.0;False;1989;False;False;False;25000;0.13754;9;False;1600397470;125.0
281;1367624361401757012_244047076;False;221.0;False;False;274.0;False;1985;True;True;False;45000;0.10208;7;False;244047076;289.0
282;1368476557395732173_183823541;False;1344.0;False;False;148.0;False;1977;False;True;True;55000;0.1484;6;False;183823541;180.0
283;1368553148356860114_190011156;False;371.0;False;False;548.0;False;1989;True;False;True;45000;0.20396;5;True;190011156;422.0
284;1368732558981071017_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.20176;6;False;1901242351;319.0
285;1370079000524881778_31736205;False;1052.0;False;False;732.0;False;1989;False;False;True;35000;0.14286;4;True;31736205;201.0
286;1370600106634357682_235671446;False;2997.0;False;True;1318.0;True;1987;True;True;False;55000;0.168;6;False;235671446;936.0
287;1371403018146619846_244047076;False;221.0;False;False;274.0;False;1985;False;True;False;45000;0.2351;7;False;244047076;289.0
288;1372005939087270575_2932434558;False;108.0;False;False;284.0;False;1995;False;False;True;5000;0.1503;5;True;2932434558;432.0
289;1372040976733898683_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.13686;4;True;265063047;32.0
290;1372160325780816431_143763900;False;772.0;False;True;456.0;True;1992;False;False;True;65000;0.20298;8;True;143763900;190.0
291;1372707114510510765_619868570;False;469.0;False;False;612.0;True;1975;True;True;False;35000;0.16306;5;False;619868570;1987.0
292;1372785727494354721_53918317;False;105.0;False;False;100.0;True;1980;False;False;True;35000;0.14542;1;True;53918317;174.0
293;1372871586851626025_53918317;False;105.0;False;False;100.0;False;1980;False;False;True;35000;0.11136;1;True;53918317;174.0
294;1375140429632946704_235671446;False;2997.0;False;False;1318.0;False;1987;True;True;False;55000;0.176;6;False;235671446;936.0
295;1376279104516595912_52590715;False;464.0;False;False;105.0;False;1985;False;True;True;5000;0.1686;7;False;52590715;187.0
296;1376990354406778669_316760531;False;68.0;False;False;51.0;False;1986;False;True;False;95000;0.13496;5;False;316760531;84.0
297;1378597781584893418_22180590;False;1365.0;False;False;890.0;False;1994;False;True;True;45000;0.16708;4;False;22180590;115.0
298;1378660378846164096_244047076;False;221.0;False;False;274.0;False;1985;False;True;False;45000;0.1443;7;False;244047076;289.0
299;1379868300791801518_33420910;False;769.0;False;False;271.0;True;1990;True;False;True;85000;0.12546;8;True;33420910;247.0
300;1381359822188700300_242886474;False;260.0;False;False;206.0;True;1993;False;False;True;5000;0.18016;9;True;242886474;194.0
301;1385098079505926986_34069800;False;757.0;False;False;456.0;False;1988;False;True;True;85000;0.15238;7;False;34069800;455.0
302;1386611935293965633_265063047;False;384.0;False;False;389.0;True;1993;False;False;True;85000;0.15796;4;True;265063047;32.0
303;1387942492841764029_481709584;False;178.0;False;False;328.0;True;1997;False;False;True;15000;0.16868;9;True;481709584;432.0
304;1388088834952407976_452851338;True;1207.0;False;False;287.0;False;1988;True;False;True;25000;0.17596;6;True;452851338;611.0
305;1388178997179039023_265063047;False;384.0;False;True;389.0;True;1993;False;False;True;85000;0.1807;4;True;265063047;32.0
306;1390963087725378426_289794729;False;820.0;False;False;598.0;False;1990;False;True;True;25000;0.16046;6;False;289794729;398.0
307;1391415139870028457_190011156;False;371.0;False;False;548.0;True;1989;False;False;True;45000;0.1362;5;True;190011156;422.0
308;1393142840015496677_481709584;False;178.0;False;False;328.0;False;1997;False;False;True;15000;0.15962;9;True;481709584;432.0
309;1393572868884795156_242886474;False;260.0;False;False;206.0;True;1993;False;False;True;5000;0.1825;9;True;242886474;194.0
310;1394392351966952500_22180590;False;1365.0;False;False;890.0;False;1994;False;True;True;45000;0.16836;4;False;22180590;115.0
311;1394395088139173006_235671446;False;2997.0;False;False;1318.0;False;1987;False;True;False;55000;0.1448;6;False;235671446;936.0
312;1395309624307950041_34069800;False;757.0;False;False;456.0;False;1988;True;True;True;85000;0.20114;7;False;34069800;455.0
313;1400214249284696421_588452400;True;312.0;False;False;196.0;False;1990;True;True;True;25000;0.18572;9;False;588452400;233.0
314;1400330419442051042_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.21442;4;True;265063047;32.0
315;1401647619406869940_2270275269;False;185.0;False;False;545.0;False;1997;False;False;True;125000;0.17934;6;True;2270275269;2131.0
316;1403078750149816425_2486800367;False;13.0;False;True;166.0;True;1989;False;True;True;45000;0.21526;9;False;2486800367;355.0
317;1404798110693407880_451627351;False;348.0;False;False;274.0;False;1982;False;True;False;25000;0.21184;10;False;451627351;489.0
318;1407439754891190962_242886474;False;260.0;False;False;206.0;False;1993;False;False;True;5000;0.18042;9;True;242886474;194.0
319;1407630750593836456_452851338;False;1207.0;False;False;287.0;False;1988;False;False;True;25000;0.18728;6;True;452851338;611.0
320;1408281280902194527_31736205;True;1052.0;False;False;732.0;False;1989;True;False;True;35000;0.14114;4;True;31736205;201.0
321;1409794747350347784_345248280;False;82.0;False;True;514.0;True;1995;True;False;True;5000;0.1449;7;True;345248280;449.0
322;1411933893048982341_2932434558;False;108.0;False;False;284.0;False;1995;False;False;True;5000;0.15604;5;True;2932434558;432.0
323;1412627559393040700_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.17426;5;False;619868570;1987.0
324;1412651934632182673_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.17024;4;True;265063047;32.0
325;1414699890969546769_2270275269;False;185.0;False;False;545.0;False;1997;False;False;True;125000;0.19776;6;True;2270275269;2131.0
326;1415479676759739144_372088523;False;1312.0;False;False;997.0;False;1981;False;True;True;55000;0.14058;6;False;372088523;816.0
327;1415503729374191229_2932434558;False;108.0;False;False;284.0;False;1995;False;False;True;5000;0.17862;5;True;2932434558;432.0
328;1417102858063251749_1804133497;False;60.0;False;False;126.0;False;1988;False;True;True;55000;0.15326;8;False;1804133497;210.0
329;1417141603534141580_289794729;False;820.0;False;False;598.0;False;1990;False;True;True;25000;0.19246;6;False;289794729;398.0
330;1417673271630213663_289794729;False;820.0;False;False;598.0;False;1990;False;True;True;25000;0.15114;6;False;289794729;398.0
331;1419954032289959640_451627351;False;348.0;False;False;274.0;False;1982;False;True;False;25000;0.14302;10;False;451627351;489.0
332;1420633566086535605_2123557533;False;56.0;False;False;95.0;False;1989;True;False;True;55000;0.17592;10;True;2123557533;125.0
333;1420733749024690806_451627351;False;348.0;False;True;274.0;True;1982;True;True;False;25000;0.15272;10;False;451627351;489.0
334;1420834226371453966_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.25088;6;False;1901242351;319.0
335;1421794830081969130_33420910;False;769.0;False;False;271.0;False;1990;False;False;True;85000;0.21954;8;True;33420910;247.0
336;1422173875139887367_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.17646;5;False;619868570;1987.0
337;1422174085115123447_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.134;5;False;619868570;1987.0
338;1423002895138077214_1804133497;False;60.0;False;False;126.0;False;1988;True;True;True;55000;0.1458;8;False;1804133497;210.0
339;1423110880414334945_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.17348;6;False;1901242351;319.0
340;1423436601329421841_1654216643;True;111.0;False;False;157.0;False;1998;True;False;False;5000;0.20118;4;True;1654216643;7.0
341;1424114615394115510_481709584;False;178.0;False;False;328.0;False;1997;False;False;True;15000;0.20988;9;True;481709584;432.0
342;1424255530981836553_288335200;False;678.0;False;False;1077.0;False;1991;True;True;True;35000;0.15462;7;False;288335200;481.0
343;1424744201086396760_452851338;False;1207.0;False;False;287.0;False;1988;True;False;True;25000;0.1611;6;True;452851338;611.0
344;1425969904004456376_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.1515;6;False;1901242351;319.0
345;1426305332745838172_288335200;False;678.0;False;True;1077.0;False;1991;False;True;True;35000;0.15048;7;False;288335200;481.0
346;1426385245411190048_2123557533;False;56.0;False;False;95.0;False;1989;True;False;True;55000;0.13864;10;True;2123557533;125.0
347;1429806413094123518_13745951;False;720.0;False;False;161.0;False;1977;False;True;True;95000;0.16498;7;False;13745951;217.0
348;1430170387118901240_265063047;False;384.0;False;False;389.0;True;1993;True;False;True;85000;0.18176;4;True;265063047;32.0
349;1432152946582554315_289794729;False;820.0;False;False;598.0;False;1990;False;True;True;25000;0.19528;6;False;289794729;398.0
350;1432344394488460727_52590715;False;464.0;False;False;105.0;False;1985;False;True;True;5000;0.18348;7;False;52590715;187.0
351;1435865314508096560_8854187;False;599.0;False;False;177.0;False;1985;False;False;True;45000;0.17676;7;True;8854187;411.0
352;1437848108867570440_34069800;False;757.0;False;False;456.0;False;1988;False;True;True;85000;0.11608;7;False;34069800;455.0
353;1438628841177238138_2010977006;False;32.0;False;False;98.0;False;1996;False;False;True;35000;0.11894;5;True;2010977006;151.0
354;1439933435347388102_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.1959;6;False;1901242351;319.0
355;1440155166136843484_451627351;False;348.0;False;False;274.0;False;1982;False;True;False;25000;0.11296;10;False;451627351;489.0
356;1441646641948925933_22180590;True;1365.0;False;False;890.0;False;1994;True;True;True;45000;0.15586;4;False;22180590;115.0
357;1443021989799133036_143763900;False;772.0;False;False;456.0;False;1992;True;False;True;65000;0.24424;8;True;143763900;190.0
358;1443065094317317414_288335200;False;678.0;False;True;1077.0;True;1991;False;True;True;35000;0.1879;7;False;288335200;481.0
359;1446718463620180619_4147997969;False;80.0;False;True;250.0;True;1987;False;True;False;125000;0.18038;7;False;4147997969;280.0
360;1446754373849587933_372088523;False;1312.0;False;False;997.0;False;1981;False;True;True;55000;0.22734;6;False;372088523;816.0
361;1447972932282640388_1308763259;False;63.0;False;False;363.0;False;1991;False;True;True;55000;0.12932;6;False;1308763259;808.0
362;1448924216602960312_2932434558;False;108.0;False;False;284.0;False;1995;False;False;True;5000;0.19418;5;True;2932434558;432.0
363;1451168730474068400_8854187;False;599.0;False;False;177.0;False;1985;False;False;True;45000;0.17782;7;True;8854187;411.0
364;1453412305382718813_31736205;False;1052.0;False;False;732.0;False;1989;False;False;True;35000;0.15272;4;True;31736205;201.0
365;1457642583265147729_265063047;False;384.0;False;False;389.0;True;1993;False;False;True;85000;0.15542;4;True;265063047;32.0
366;1458324413543624581_395595054;True;134.0;False;False;170.0;False;1991;True;False;True;25000;0.22862;3;True;395595054;307.0
367;1458978663377774217_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.15052;4;True;265063047;32.0
368;1462520567290018430_30837828;False;552.0;False;True;1617.0;False;1989;False;True;False;15000;0.18844;8;False;30837828;1459.0
369;1464831389652210047_650122500;False;398.0;False;False;133.0;False;1994;True;True;True;5000;0.17224;3;False;650122500;191.0
370;1465233057534862816_1654216643;False;111.0;False;False;157.0;False;1998;False;False;False;5000;0.14962;4;True;1654216643;7.0
371;1468621688005500086_265063047;False;384.0;False;True;389.0;True;1993;True;False;True;85000;0.16498;4;True;265063047;32.0
372;1468685031089501326_1804133497;False;60.0;False;True;126.0;True;1988;False;True;True;55000;0.15804;8;False;1804133497;210.0
373;1473470002991731588_452851338;False;1207.0;False;False;287.0;False;1988;False;False;True;25000;0.15596;6;True;452851338;611.0
374;1477905550858521679_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.1959;6;False;1901242351;319.0
375;1478535725497450751_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.18354;4;True;265063047;32.0
376;1478549625824061253_8854187;False;599.0;False;False;177.0;False;1985;True;False;True;45000;0.1817;7;True;8854187;411.0
377;1478842124815414536_265063047;False;384.0;False;True;389.0;False;1993;True;False;True;85000;0.10054;4;True;265063047;32.0
378;1481595042983337639_265063047;False;384.0;False;True;389.0;False;1993;False;False;True;85000;0.18086;4;True;265063047;32.0
379;1485807914278429727_8854187;False;599.0;False;False;177.0;False;1985;False;False;True;45000;0.16232;7;True;8854187;411.0
380;1490883169347874727_235671446;False;2997.0;False;True;1318.0;True;1987;False;True;False;55000;0.19718;6;False;235671446;936.0
381;1491810648752273353_30837828;False;552.0;False;True;1617.0;True;1989;False;True;False;15000;0.12898;8;False;30837828;1459.0
382;1492888932714006098_2264409557;False;513.0;False;False;105.0;True;1991;False;True;True;25000;0.13258;6;False;2264409557;65.0
383;1493013377612710198_11520833;False;312.0;False;False;201.0;False;1978;False;False;True;95000;0.26138;7;True;11520833;299.0
384;1493833296676403549_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.12664;5;False;619868570;1987.0
385;1495000228972245763_287562303;False;156.0;False;False;456.0;False;1994;False;True;True;45000;0.21106;7;False;287562303;373.0
386;1496808152900592071_619868570;False;469.0;False;True;612.0;False;1975;True;True;False;35000;0.11298;5;False;619868570;1987.0
387;1498218079145841061_451627351;False;348.0;False;True;274.0;True;1982;False;True;False;25000;0.10758;10;False;451627351;489.0
388;1499732275762730437_2010977006;False;32.0;False;False;98.0;False;1996;False;False;True;35000;0.22208;5;True;2010977006;151.0
389;1501900771388651632_190011156;False;371.0;False;False;548.0;False;1989;False;False;True;45000;0.15286;5;True;190011156;422.0
390;1503228693697749731_34069800;False;757.0;False;False;456.0;False;1988;False;True;True;85000;0.18384;7;False;34069800;455.0
391;1503329086478366836_451627351;False;348.0;False;True;274.0;False;1982;False;True;False;25000;0.17828;10;False;451627351;489.0
392;1505920773636962183_249861555;False;691.0;False;False;445.0;False;1989;True;False;True;125000;0.21124;6;True;249861555;5154.0
393;1506216460351311713_1804133497;False;60.0;False;False;126.0;False;1988;True;True;True;55000;0.1524;8;False;1804133497;210.0
394;150739849224981035_11520833;False;312.0;False;False;201.0;False;1978;False;False;True;95000;0.18098;7;True;11520833;299.0
395;1509062822628282428_288335200;False;678.0;False;False;1077.0;False;1991;False;True;True;35000;0.17372;7;False;288335200;481.0
396;1509071079132829574_481709584;False;178.0;False;False;328.0;False;1997;False;False;True;15000;0.13392;9;True;481709584;432.0
397;1510647775385534444_289794729;False;820.0;False;True;598.0;True;1990;False;True;True;25000;0.15462;6;False;289794729;398.0
398;1511102366936541647_249861555;False;691.0;False;False;445.0;False;1989;False;False;True;125000;0.15544;6;True;249861555;5154.0
399;1511502305885972187_244047076;False;221.0;False;True;274.0;True;1985;False;True;False;45000;0.16064;7;False;244047076;289.0
400;1518121984956648755_3988856;False;610.0;False;True;732.0;True;1979;False;False;True;125000;0.13112;10;True;3988856;943.0
401;1518620296515535820_265063047;False;384.0;False;False;389.0;False;1993;False;False;True;85000;0.21336;4;True;265063047;32.0
402;1521660106461235185_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.15912;6;False;1901242351;319.0
403;1521900084866098030_7410944;False;406.0;False;False;146.0;True;1984;False;True;True;95000;0.19134;5;False;7410944;118.0
404;1522192715046205287_31736205;False;1052.0;False;False;732.0;False;1989;False;False;True;35000;0.17714;4;True;31736205;201.0
405;1522635769671073091_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.13748;5;False;619868570;1987.0
406;1524186542826245793_235671446;False;2997.0;False;True;1318.0;True;1987;True;True;False;55000;0.15648;6;False;235671446;936.0
407;1524902960029769656_451627351;False;348.0;False;True;274.0;True;1982;False;True;False;25000;0.16044;10;False;451627351;489.0
408;1526406316854483625_8854187;False;599.0;False;True;177.0;False;1985;True;False;True;45000;0.25194;7;True;8854187;411.0
409;1528341105023587651_42566739;False;127.0;False;False;241.0;False;1985;True;True;True;45000;0.18578;7;False;42566739;498.0
410;1528652179471275914_55281515;False;336.0;False;False;206.0;False;1994;False;True;True;35000;0.158775;6;False;55281515;102.0
411;1532174460098250304_30837828;False;552.0;False;False;1617.0;False;1989;False;True;False;15000;0.1966;8;False;30837828;1459.0
412;1534910221893733033_30837828;False;552.0;False;False;1617.0;False;1989;True;True;False;15000;0.25354;8;False;30837828;1459.0
413;1534957944843866099_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.18386;5;False;50853245;885.0
414;1535271510942490744_1901242351;False;242.0;False;False;258.0;False;1988;False;True;True;75000;0.18692;6;False;1901242351;319.0
415;1536610413041455670_3041716852;False;779.0;False;False;228.0;False;1979;False;False;True;35000;0.15776;5;True;3041716852;526.0
416;1537086189872579099_372088523;False;1312.0;False;True;997.0;False;1981;False;True;True;55000;0.19036;6;False;372088523;816.0
417;1539484233684704157_619868570;False;469.0;False;False;612.0;False;1975;False;True;False;35000;0.15914;5;False;619868570;1987.0
418;1540249791689643806_451627351;False;348.0;False;False;274.0;False;1982;True;True;False;25000;0.1384;10;False;451627351;489.0
419;1540882070309299886_30688353;False;82.0;False;False;74.0;False;1984;False;False;True;35000;0.23518;8;True;30688353;338.0
420;174704524772789303_30738858;False;568.0;False;False;244.0;False;1978;True;True;True;75000;0.12994;6;False;30738858;522.0
421;189236088382151340_53918317;False;105.0;False;False;100.0;False;1980;False;False;True;35000;0.21674;1;True;53918317;174.0
422;194300871613035503_52590715;False;464.0;False;False;105.0;False;1985;False;True;True;5000;0.16126;7;False;52590715;187.0
423;194441001044623144_22180590;True;1365.0;False;False;890.0;False;1994;True;True;True;45000;0.17524;4;False;22180590;115.0
424;197123665413201209_46329534;False;503.0;False;False;322.0;False;1991;False;False;True;25000;0.15676;4;True;46329534;559.0
425;205882305142774716_31736205;False;1052.0;False;True;732.0;True;1989;False;False;True;35000;0.18228;4;True;31736205;201.0
426;212529314624257539_22180590;False;1365.0;False;False;890.0;False;1994;False;True;True;45000;0.20332;4;False;22180590;115.0
427;217210014572778301_6734387;False;465.0;False;True;1047.0;False;1992;False;True;True;55000;0.21562;6;False;6734387;888.0
428;224649947109161901_187539125;False;1369.0;False;False;99.0;False;1969;False;False;False;25000;0.13482;5;True;187539125;94.0
429;239458686207300583_6734387;False;465.0;False;False;1047.0;False;1992;False;True;True;55000;0.17144;6;False;6734387;888.0
430;252305841825973446_34069800;False;757.0;False;False;456.0;False;1988;False;True;True;85000;0.18238;7;False;34069800;455.0
431;255791988606402403_1619510;False;2037.0;False;False;364.0;False;1974;True;False;True;45000;0.1464;4;True;1619510;814.0
432;255860598485532006_184249078;True;26.0;False;False;35.0;True;1966;False;True;False;85000;0.18314;3;False;184249078;10.0
433;256713499533440706_143763900;False;772.0;False;False;456.0;False;1992;False;False;True;65000;0.13848;8;True;143763900;190.0
434;264660760961577508_20621627;False;125.0;False;True;218.0;True;1986;False;True;False;45000;0.11982;8;False;20621627;142.0
435;274807357857134080_143763900;False;772.0;False;False;456.0;False;1992;True;False;True;65000;0.20684;8;True;143763900;190.0
436;291953941_11520833;False;312.0;False;False;201.0;False;1978;False;False;True;95000;0.162;7;True;11520833;299.0
437;297104900960325864_6734387;True;465.0;False;True;1047.0;False;1992;False;True;True;55000;0.17554;6;False;6734387;888.0
438;301317090953840134_7410944;False;406.0;False;False;146.0;False;1984;False;True;True;95000;0.14324;5;False;7410944;118.0
439;305126490088239119_25469443;False;947.0;False;False;349.0;False;1994;False;True;True;35000;0.1548;6;False;25469443;1086.0
440;306103660083067813_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.14336;5;False;50853245;885.0
441;307202087182565005_1619510;False;2037.0;False;False;364.0;False;1974;True;False;True;45000;0.18428;4;True;1619510;814.0
442;310043911324529297_25469443;False;947.0;False;False;349.0;False;1994;False;True;True;35000;0.1532;6;False;25469443;1086.0
443;310054712680739576_25469443;False;947.0;False;False;349.0;False;1994;False;True;True;35000;0.2738;6;False;25469443;1086.0
444;310641766007403015_25469443;False;947.0;False;False;349.0;False;1994;False;True;True;35000;0.28468;6;False;25469443;1086.0
445;314727575751670609_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.16282;5;False;50853245;885.0
446;315992308313718735_237464830;False;62.0;True;False;211.0;False;1985;False;False;False;150000;0.13616;8;False;237464830;469.0
447;320380918697390496_25469443;False;947.0;False;False;349.0;False;1994;False;True;True;35000;0.1966;6;False;25469443;1086.0
448;321976921228491149_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.19668;5;False;50853245;885.0
449;326119202991993467_25469443;False;947.0;False;False;349.0;False;1994;True;True;True;35000;0.26346;6;False;25469443;1086.0
450;327184657164832773_6734387;False;465.0;False;False;1047.0;False;1992;False;True;True;55000;0.11842;6;False;6734387;888.0
451;332855613334164024_242494547;False;82.0;False;False;365.0;False;1997;False;False;True;5000;0.12894;5;True;242494547;549.0
452;340628565739795062_25469443;False;947.0;False;False;349.0;True;1994;False;True;True;35000;0.15556;6;False;25469443;1086.0
453;347117192762811231_13745951;False;720.0;False;False;161.0;False;1977;False;True;True;95000;0.18188;7;False;13745951;217.0
454;347428695444648215_8854187;False;599.0;False;False;177.0;False;1985;True;False;True;45000;0.15652;7;True;8854187;411.0
455;351682023560231478_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.15268;5;False;50853245;885.0
456;354400870222017834_30837828;False;552.0;False;False;1617.0;False;1989;False;True;False;15000;0.114;8;False;30837828;1459.0
457;356422795600745111_276232195;False;427.0;False;False;1199.0;False;1994;False;True;False;35000;0.24744;8;False;276232195;337.0
458;358866910528584501_50853245;False;653.0;True;False;328.0;False;1986;False;False;True;75000;0.15416;5;False;50853245;885.0
459;367229630929342507_246095675;False;544.0;False;False;412.0;False;1992;False;True;True;45000;0.20274;6;False;246095675;461.0
